date,product_price,gdp_usa,gdp_china,gdp_eu,gdp_total,gdp_usa_yoy_change,gdp_china_yoy_change,gdp_eu_yoy_change
2010-01-01,99.4422332116985,14139.079962843145,5769.545208239239,12208.40795274905,32117.033123831436,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-01-08,103.42941638691676,14052.332949569216,6200.708169240719,12424.844863810116,32677.88598262005,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-01-15,103.32465281337628,14362.507581881307,6203.839094456321,11883.773205498628,32450.119881836254,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-01-22,102.18650441658824,14695.591831254758,6110.690655258638,12095.175444263545,32901.45793077694,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-01-29,99.10650145636849,14286.854424194426,6503.238517751501,12287.194456548199,33077.287398494125,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-02-05,104.20073994078629,14366.155929629831,6014.11119270526,12419.120117615254,32799.387239950345,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-02-12,103.9707037201188,14948.896444323447,5967.547231575531,12244.015377517346,33160.45905341633,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-02-19,102.55140312571069,14787.912746316515,6151.941665358742,12565.863372532003,33505.717784207256,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-02-26,105.10395552979516,14499.613437721933,6299.426536377861,12419.856838859983,33218.89681295978,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-03-05,102.65973758807822,14835.001407700103,6378.583671122477,12560.477040379206,33774.062119201786,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-03-12,100.24362755239929,14593.89038359453,6313.076040720818,12715.361629515392,33622.32805383074,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-03-19,101.84313452246701,14625.450890972472,6439.87298139373,12623.64811541594,33688.97198778214,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-03-26,106.04723102177645,14847.007692580375,6161.429946093967,12544.392459612804,33552.830098287144,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-04-02,102.23960002618225,14251.990251764499,6663.971635086135,12623.22251411521,33539.184400965845,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-04-09,101.51010635949828,14306.714967689955,6390.460794882134,12627.05281101159,33324.22857358368,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-04-16,100.59512856781289,14626.027896623984,6611.413157133192,12556.454431067737,33793.89548482491,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-04-23,104.14757635909874,14480.520808546979,6466.28563300935,12562.52851919656,33509.33496075289,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-04-30,102.59514153813811,14827.019024721983,6479.896020791046,12939.41005884617,34246.3251043592,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-05-07,102.92123757483395,14444.78175216433,6489.384441289586,12680.131041244662,33614.29723469858,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-05-14,97.75501346298977,14256.56095348751,6451.904237851459,12452.843104488946,33161.30829582791,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-05-21,97.85286461845915,15016.50658626791,6469.44127286944,12620.478995687183,34106.42685482453,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-05-28,94.39335118228001,14478.086203202547,6574.7689129519795,12342.72438217849,33395.57949833301,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-06-04,99.35716713256959,14494.851799728474,6341.5180606471395,12611.418837990761,33447.78869836638,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-06-11,93.30831352465475,14001.38122888691,6410.086485454186,12373.823861286495,32785.29157562759,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-06-18,96.63303818176674,14175.731709538219,6234.234124354345,12203.986393645297,32613.952227537862,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-06-25,93.09320577229063,14284.00324796833,6488.897962491858,12256.447107876751,33029.34831833694,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-07-02,94.10621180167455,13847.637900815187,6066.285013847352,11747.820411716393,31661.743326378935,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-07-09,92.7879515954273,14201.740329622802,6497.014894089313,11774.97318265019,32473.72840636231,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-07-16,92.91438559826543,13847.194227279146,6125.19721500193,11691.88124635672,31664.272688637797,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-07-23,93.05114756570939,13859.653819166622,5837.538246249113,11916.650219509733,31613.84228492547,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-07-30,91.5838754002039,13699.99895599849,6101.334673330386,12199.73118597765,32001.064815306523,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-08-06,94.44790190873265,14330.399511255233,5925.319632156821,12249.36507889544,32505.084222307494,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-08-13,89.47743485569873,13739.230558179466,6187.583984689004,11848.003713045064,31774.81825591353,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-08-20,91.61191894441167,13388.043002484777,5888.673353336465,11769.759307630617,31046.475663451856,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-08-27,93.18557807347307,13876.462847232693,5911.249389250146,11225.933922436763,31013.646158919604,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-09-03,89.44434669631387,13256.852986141186,5627.806112481512,11465.836265284075,30350.495363906775,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-09-10,87.42237766950163,13635.079542160647,5889.325753844508,11385.583117377255,30909.98841338241,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-09-17,87.05094845672342,12998.010282722125,5514.044018483402,11403.500820034611,29915.55512124014,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-09-24,88.92962564358479,13168.704644082214,5672.20460826817,11492.416953763757,30333.326206114143,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-10-01,85.83439059658606,13604.755179423473,6119.170745557871,11424.894414366188,31148.820339347534,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-10-08,84.14206416907754,13770.976202533471,6133.677975959101,11103.283956582827,31007.938135075397,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-10-15,85.03025998451861,13631.144233460203,6079.809679431712,11715.711311123652,31426.665224015567,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-10-22,81.92157171670458,13581.2895926512,5834.800791896243,11342.86356214529,30758.95394669273,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-10-29,85.97490084944585,13570.14939888828,6031.846917779009,11663.116609961575,31265.112926628863,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-11-05,85.4601331883982,13284.610862968953,6067.297777032961,12105.764001036176,31457.67264103809,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-11-12,85.008729807623,13561.19575854149,5878.744136961124,11499.520208688902,30939.460104191516,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-11-19,84.13691559066872,13702.908884880673,6419.517592211233,11202.157150798304,31324.583627890213,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-11-26,85.45460333873665,14212.024071074053,6338.197737321455,11754.505234022623,32304.727042418133,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-12-03,89.76075802731496,14088.394199647242,6169.204657092106,12124.464143329627,32382.063000068974,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-12-10,92.07305757768731,13570.232894344312,6259.076159911951,12382.752880525435,32212.061934781697,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-12-17,89.9825972548852,14257.755861093945,6338.115424991648,11757.955316092952,32353.826602178546,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-12-24,94.82986673108685,14146.277250267462,5952.874337956381,12211.99246759303,32311.144055816872,0.11771220696665807,9.93268735832391,-1.0683015983598665
2010-12-31,89.12451289389473,14155.723385912188,6342.616095770802,12077.98533545554,32576.324817138528,0.11771220696665807,9.93268735832391,-1.0683015983598665
2011-01-07,96.30738249690795,14618.976451985933,6305.406653827748,12233.680960735694,33158.06406654938,4.032380277711023,1.6884923742484403,-1.538561689661222
2011-01-14,99.0597350826386,14831.685052060482,6289.666613917883,12912.881376919862,34034.233042898224,3.266682141014532,1.3834581805685087,8.659776264874065
2011-01-21,99.07737212663818,14892.907341555012,6472.88369814859,12076.81218692457,33442.60322662817,1.3426850212361119,5.9272030499246675,-0.15182299275935396
2011-01-28,100.49693987170241,14470.042217925122,6916.519649008222,12532.99183714982,33919.55370408316,1.282212223150192,6.35500497373136,2.00043534324168
2011-02-04,102.79219807492014,14703.711963888441,6735.0053079882,12646.580339485312,34085.29761136195,2.349661495476396,11.986710790404743,1.831532505651734
2011-02-11,106.59044131439451,14963.435472194566,6539.720166493981,12843.935363515924,34347.09100220447,0.09725820180284117,9.588075514358119,4.8996997104410855
2011-02-18,105.6334556769422,15217.537114676827,6796.284445398985,12682.718581134044,34696.54014120986,2.9052400817507262,10.473811604367157,0.929941740871354
2011-02-25,102.34943919070358,14859.309320559254,6988.581229557421,12777.969330807526,34625.859880924196,2.480727395818305,10.939959204220195,2.883386633145868
2011-03-04,103.03630003227838,14995.982469811282,6925.227017799536,12665.974306525844,34587.18379413666,1.085143558042545,8.569980027883872,0.8399144857913265
2011-03-11,106.37246721100658,14773.342104996567,6781.804812782263,12845.153857646937,34400.30077542577,1.2296359413783486,7.4247287540659235,1.0207513707692462
2011-03-18,108.42034943218096,14780.34235915694,6664.389681340418,12736.11155500942,34180.843595506776,1.0590543111397288,3.4863529233475354,0.8908949185310489
2011-03-25,101.45737743323794,15382.870393346522,6941.163931031796,12965.303311060046,35289.337635438365,3.6092303032478235,12.65508155995736,3.35537055941435
2011-04-01,105.31926461525421,15552.45283517109,6892.596368079507,12755.355767711102,35200.404970961696,9.124778788321052,3.4307578950314,1.0467474010550148
2011-04-08,104.48096948803256,15141.93157464979,6996.401340158067,12918.916667011234,35057.24958181909,5.8379342067419016,9.481953879776661,2.311417084952083
2011-04-15,107.35369751124043,15444.28143311577,6947.037551758095,12819.828421607175,35211.14740648104,5.594502774609489,5.076439584822978,2.0975187859383793
2011-04-22,103.86502930277368,15240.01440499786,7024.74414983605,13055.974231770711,35320.732786604625,5.24493287563661,8.636465329892928,3.927917153144178
2011-04-29,104.48288394926193,14920.124458452896,6706.969416220605,12769.981134481292,34397.075009154796,0.6279443870387702,3.504275295482895,-1.3094022339066869
2011-05-06,103.09856207247977,15173.352124779693,7057.6730154381185,12355.993429930506,34587.01857014831,5.043830949582873,8.757203079736176,-2.5562638923827596
2011-05-13,97.97211081730481,15467.396813526097,6822.216099972318,12982.943070850346,35272.55598434876,8.493183341964293,5.739574681662929,4.25685895111223
2011-05-20,103.2592632514591,14956.883938891793,7171.30525265269,12456.395276472822,34584.5844680173,-0.39704738937509365,10.84891183302985,-1.3001386022704287
2011-05-27,100.90267151486186,15359.038645814207,6605.246758500476,12457.297067897676,34421.58247221236,6.0847299169747515,0.46355766950920696,0.9282609104082074
2011-06-03,101.00330902344677,14077.876297020717,7056.796268404389,12410.351091875096,33545.023657300204,-2.8767144946978185,11.279289925798253,-1.59433088932045
2011-06-10,108.29138162674268,15003.285314984969,6725.9981591374735,12781.178155551028,34510.461629673475,7.155751777053121,4.928352751560472,3.2920647556573535
2011-06-17,95.18640562453578,14713.422460402318,6528.609327905769,11939.279541044849,33181.31132935293,3.793037014818168,4.721914475451472,-2.169019565101138
2011-06-24,102.65763578093667,14522.048438530906,6530.507313961547,13034.293001467362,34086.84875395981,1.6665159369551041,0.6412391088626457,6.346422309371524
2011-07-01,97.53405460131482,14554.930207245663,6531.030693828102,12504.269888520146,33590.230789593916,5.1076747637143205,7.661125036490812,6.439062313629917
2011-07-08,99.50782630273332,13869.774190134593,6646.620521780736,12249.870121802183,32766.264833717512,-2.3375032339929214,2.3026825416011754,4.033104209967364
2011-07-15,97.4031929241982,14304.175016157424,6634.983345159194,12118.990670047511,33058.149031364126,3.300168838377515,8.322770880073671,3.6530427797826226
2011-07-22,97.3694236275083,14394.934556081183,6387.152408050827,12126.92669500585,32909.01365913786,3.8621508437268304,9.415170207319257,1.7645602717436093
2011-07-29,96.20693138009965,14647.907672327718,6467.613668457206,12114.85035000497,33230.37169078989,6.91904225229294,6.00326018383921,-0.6957598874821169
2011-08-05,96.78507776633779,13998.222911067154,6872.40172624385,12082.272191800019,32952.89682911102,-2.317985621595431,15.983645657648516,-1.364094269533267
2011-08-12,92.78676922315432,13851.053830989025,6766.513793634981,12007.48179469226,32625.049419316267,0.8138976366692363,9.356314360799335,1.3460333530416202
2011-08-19,96.66473223140339,13884.822871505128,6488.700033403523,11855.284253332928,32228.80715824158,3.7106234938754756,10.189505242757079,0.7266499124316317
2011-08-26,93.8610797385563,14250.458197637536,6392.200890456132,11749.361839801126,32392.020927894795,2.6951778311389063,8.13620724716193,4.662667008205101
2011-09-02,91.26963087053697,14040.461258216354,6395.528390582821,11724.498705654016,32160.48835445319,5.910967504085307,13.641590750588083,2.255940468582396
2011-09-09,91.55993973213663,13760.31648862285,6485.555345924203,11687.695601028374,31933.567435575424,0.9184907654917751,10.123902412606078,2.6534651808041376
2011-09-16,93.8865317738657,14045.273637082686,6153.354099155367,11963.332634600254,32161.960370838307,8.057105138258414,11.59421431038561,4.909297797235079
2011-09-23,89.66143286273144,13914.421066288882,6307.169125866599,11833.625286256358,32055.21547841184,5.662792524865234,11.194316168934805,2.968986714155508
2011-09-30,90.5310633034262,14170.516312521435,6028.7575002842605,11049.041574958539,31248.315387764233,4.158554311610452,-1.477540814484457,-3.2897707915360175
